Rk,Player,Pos,Tm,Cap Hit,year
1157.0,Terrence Brooks,FS,PHI,"$615,000",2016
,Travis Swanson,C,DET,"$615,000",2016
,Josh Huff,WR,2TM,"$615,000",2016
1160.0,Terrence Fede,DE,MIA,"$613,988",2016
1161.0,Markus Golden,OLB,ARI,"$613,106",2016
1162.0,Jeff Janis,WR,GNB,"$612,848",2016
1163.0,James Wright,WR,CIN,"$612,456",2016
1164.0,Corey Nelson,OLB,DEN,"$612,150",2016
1165.0,John Brown,WR,ARI,"$612,000",2016
1166.0,Charles Leno,OG,CHI,"$611,628",2016
1167.0,Max Garcia,C,DEN,"$611,423",2016
1168.0,Justin Simmons,FS,DEN,"$611,355",2016
1169.0,Jerick McKinnon,RB,MIN,"$610,000",2016
1170.0,Joe Schobert,OLB,CLE,"$608,489",2016
1171.0,Ali Marpet,C,TAM,"$606,527",2016
1172.0,Jay Bromley,DT,NYG,"$605,000",2016
,Corey Brown,WR,CAR,"$605,000",2016
1174.0,Connor Cook,QB,OAK,"$604,972",2016
1175.0,Frank Clark,DE,SEA,"$604,647",2016
1176.0,Andrew Norwell,G,CAR,"$604,000",2016
1177.0,Jordan Richards,SS,NWE,"$603,707",2016
1178.0,Joshua Perry,OLB,SDG,"$603,521",2016
1179.0,Albert Wilson,WR,KAN,"$603,334",2016
,Isaiah Crowell,RB,CLE,"$603,334",2016
1181.0,James Hurst,OT,BAL,"$603,000",2016
1182.0,Jonotthan Harrison,C,IND,"$602,500",2016
1183.0,Christian Jones,ILB,CHI,"$602,334",2016
1184.0,Sheldon Day,DT,JAX,"$602,102",2016
1185.0,Zach Kerr,NT,IND,"$602,000",2016
1186.0,Damien Williams,RB,MIA,"$601,668",2016
,Tyler Shatley,OG,JAX,"$601,668",2016
,Jayrone Elliott,LB,GNB,"$601,668",2016
1189.0,Tavon Young,CB,BAL,"$601,282",2016
1190.0,Zach Orr,LB,BAL,"$601,000",2016
1191.0,Parker Ehinger,OG,KAN,"$600,727",2016
1192.0,Cairo Santos,K,KAN,"$600,667",2016
1193.0,Chandler Catanzaro,K,ARI,"$600,000",2016
,Brandon Spikes,LB,BUF,"$600,000",2016
,Darren Fells,TE,ARI,"$600,000",2016
,Mike Adams,OT,CHI,"$600,000",2016
,Kenneth Acker,CB,KAN,"$600,000",2016
,Josh Mauro,DE,ARI,"$600,000",2016
,Nat Berhe,SS,NYG,"$600,000",2016
,Ramon Humber,LB,BUF,"$600,000",2016
,Ross Cockrell,CB,PIT,"$600,000",2016
,Orleans Darkwa,RB,NYG,"$600,000",2016
,Dewey McDonald,S,SEA,"$600,000",2016
,Ed Stinson,DE,ARI,"$600,000",2016
,Chris Hubbard,G,PIT,"$600,000",2016
,Daniel Sorensen,S,KAN,"$600,000",2016
,Marqueston Huff,FS,BAL,"$600,000",2016
,Dontrelle Inman,WR,SDG,"$600,000",2016
,Nicholas Williams,DT,2TM,"$600,000",2016
,Marcus Burley,CB,CLE,"$600,000",2016
,Devon Kennard,OLB,NYG,"$600,000",2016
,Taylor Gabriel,WR,ATL,"$600,000",2016
,Pierre Desir,CB,SDG,"$600,000",2016
,Caraun Reid,DT,SDG,"$600,000",2016
,Andre Williams,RB,SDG,"$600,000",2016
,Brock Coyle,LB,SEA,"$600,000",2016
,Adrian Phillips,DB,SDG,"$600,000",2016
,Garry Gilliam,T,SEA,"$600,000",2016
,Fitzgerald Toussaint,RB,PIT,"$600,000",2016
,Kenny Wiggins,T,SDG,"$600,000",2016
,Brad Wing,P,NYG,"$600,000",2016
,Cassius Marsh,DE,SEA,"$600,000",2016
,Kerry Wynn,DE,NYG,"$600,000",2016
,Marc Mariani,WR,TEN,"$600,000",2016
,Connor Barth,K,CHI,"$600,000",2016
,Kevin Pierre-Louis,OLB,SEA,"$600,000",2016
,Cameron Brate,TE,TAM,"$600,000",2016
,Arrelious Benn,WR,JAX,"$600,000",2016
,Andrew DePaola,LS,TAM,"$600,000",2016
,Chykie Brown,DB,CIN,"$600,000",2016
,Mike Evans,WR,TAM,"$600,000",2016
,Steven Terrell,DB,SEA,"$600,000",2016
,Adarius Glanton,LB,TAM,"$600,000",2016
,Kevin Pamphile,OT,TAM,"$600,000",2016
,T.J. Johnson,C,CIN,"$600,000",2016
,Brenton Bersin,WR,CAR,"$600,000",2016
,Jacquies Smith,DE,TAM,"$600,000",2016
,Charles Johnson,WR,MIN,"$600,000",2016
,Chris Smith,DE,JAX,"$600,000",2016
,Peyton Thompson,CB,JAX,"$600,000",2016
,Todd Davis,LB,DEN,"$600,000",2016
,Jeremiah Sirles,OT,MIN,"$600,000",2016
,Shiloh Keo,DB,2TM,"$600,000",2016
,Shamar Stephen,DT,MIN,"$600,000",2016
,Adam Thielen,WR,MIN,"$600,000",2016
,Brandon McManus,K,DEN,"$600,000",2016
,Scott Simonson,TE,CAR,"$600,000",2016
,Maurice Alexander,SS,LAR,"$600,000",2016
,Nevin Lawson,CB,DET,"$600,000",2016
,Cornelius Lucas,T,DET,"$600,000",2016
,Beau Allen,DT,PHI,"$600,000",2016
,Juwan Thompson,RB,DEN,"$600,000",2016
,Kenjon Barner,RB,PHI,"$600,000",2016
,E.J. Gaines,CB,LAR,"$600,000",2016
,Trey Burton,TE,PHI,"$600,000",2016
,Marcus Roberson,CB,BUF,"$600,000",2016
,Taylor Hart,DE,SFO,"$600,000",2016
,Brandon Tate,WR,BUF,"$600,000",2016
,Malcolm Butler,CB,NWE,"$600,000",2016
,Denico Autry,DE,OAK,"$600,000",2016
,Antonio Andrews,RB,TEN,"$600,000",2016
,Demetrius Rhaney,C,LAR,"$600,000",2016
,Marcus Williams,CB,NYJ,"$600,000",2016
,Cameron Fleming,OT,NWE,"$600,000",2016
,Ethan Westbrooks,DE,LAR,"$600,000",2016
,Steven Means,DE,PHI,"$600,000",2016
,Jaylen Watkins,CB,PHI,"$600,000",2016
,Wesley Johnson,OT,NYJ,"$600,000",2016
,Ryan Jensen,T,BAL,"$600,000",2016
,James White,RB,NWE,"$600,000",2016
,Brett Goode,LB,GNB,"$600,000",2016
,Robert Turbin,RB,IND,"$600,000",2016
,Dakota Dozier,OT,NYJ,"$600,000",2016
,Bashaud Breeland,CB,WAS,"$600,000",2016
,Mike Gillislee,RB,BUF,"$600,000",2016
,William Compton,LB,WAS,"$600,000",2016
,Mike Catapano,DE,NYJ,"$600,000",2016
,Ryan Groy,OG,BUF,"$600,000",2016
,Justin Perillo,TE,GNB,"$600,000",2016
,Ryan Grant,WR,WAS,"$600,000",2016
,Jordan Todman,RB,IND,"$600,000",2016
,Dustin Hopkins,K,WAS,"$600,000",2016
,Jonathan Meeks,S,BUF,"$600,000",2016
,Terrance West,RB,BAL,"$600,000",2016
,Steven Johnson,LB,PIT,"$600,000",2016
,Walt Powell,WR,BUF,"$600,000",2016
,Phillip Supernaw,TE,TEN,"$600,000",2016
,Spencer Long,OG,WAS,"$600,000",2016
,Dekoda Watson,LB,DEN,"$600,000",2016
,Colton Schmidt,P,BUF,"$600,000",2016
,Ty Nsekhe,T,WAS,"$600,000",2016
,David Johnson,TE,PIT,"$600,000",2016
,Josh Bellamy,WR,CHI,"$600,000",2016
,Ricardo Mathews,DT,PIT,"$600,000",2016
,Robert Nelson,FS,HOU,"$600,000",2016
,Jerel Worthy,DT,BUF,"$600,000",2016
,Demontre Hurst,CB,CHI,"$600,000",2016
,Tress Way,P,WAS,"$600,000",2016
,Leger Douzable,DT,BUF,"$600,000",2016
,Marcus Cromartie,CB,SFO,"$600,000",2016
,Chris Davis,CB,SFO,"$600,000",2016
,Anthony Hitchens,OLB,DAL,"$600,000",2016
,Dominique Easley,DT,LAR,"$600,000",2016
,Max Bullough,ILB,HOU,"$600,000",2016
,Orson Charles,TE,DET,"$600,000",2016
,Brandon Bostick,TE,NYJ,"$600,000",2016
,Dontae Johnson,FS,SFO,"$600,000",2016
,Lorenzo Alexander,DT,BUF,"$600,000",2016
,Tavarres King,WR,NYG,"$600,000",2016
,Charles James,CB,2TM,"$600,000",2016
,Darrion Weems,T,DEN,"$600,000",2016
,Keith Reaser,CB,SFO,"$600,000",2016
,Daryl Richardson,RB,PIT,"$600,000",2016
,Keith Smith,LB,DAL,"$600,000",2016
,John Phillips,TE,2TM,"$600,000",2016
,Andrew Tiller,G,SFO,"$600,000",2016
,Zaviar Gooden,OLB,2TM,"$600,000",2016
,Ben Garland,DL,ATL,"$600,000",2016
,Billy Winn,DT,DEN,"$600,000",2016
,Kasim Edebali,OLB,NOR,"$600,000",2016
1321.0,Eric Murray,CB,KAN,"$599,950",2016
1322.0,Chris Moore,WR,BAL,"$599,090",2016
1323.0,Griff Whalen,WR,SDG,"$595,590",2016
1324.0,Nick Kwiatkoski,ILB,CHI,"$593,780",2016
1325.0,Ricardo Louis,WR,CLE,"$591,962",2016
1326.0,De'Vondre Campbell,OLB,ATL,"$591,382",2016
1327.0,Hassan Ridgeway,DT,IND,"$590,055",2016
1328.0,Grady Jarrett,DT,ATL,"$586,963",2016
1329.0,Tyler Ervin,RB,HOU,"$586,892",2016
1330.0,Rashad Greene,WR,JAX,"$585,953",2016
1331.0,Ben Heeney,ILB,OAK,"$585,681",2016
1332.0,Adrian Amos,FS,CHI,"$583,070",2016
1333.0,Sean Mannion,QB,LAR,"$582,285",2016
1334.0,Bobby McCain,CB,MIA,"$582,072",2016
1335.0,Deon Bush,FS,CHI,"$581,554",2016
1336.0,Perry Riley,LB,OAK,"$581,176",2016
1337.0,Brett Hundley,QB,GNB,"$580,908",2016
1338.0,Jay Ajayi,RB,MIA,"$580,203",2016
1339.0,David Parry,NT,IND,"$580,002",2016
1340.0,Tyler Lockett,WR,SEA,"$580,000",2016
1341.0,Antonio Morrison,ILB,IND,"$579,976",2016
1342.0,Kyle Emanuel,OLB,SDG,"$579,643",2016
1343.0,Demarcus Robinson,WR,KAN,"$579,293",2016
1344.0,Tony Lippett,WR,MIA,"$578,691",2016
1345.0,C.J. Uzomah,TE,CIN,"$578,190",2016
1346.0,Deiondre' Hall,CB,CHI,"$577,722",2016
1347.0,Jesse James,TE,PIT,"$577,228",2016
1348.0,Jamon Brown,OT,LAR,"$575,575",2016
1349.0,D.J. Alexander,OLB,KAN,"$575,563",2016
,James O'Shaughnessy,TE,KAN,"$575,563",2016
1351.0,Derrick Kindred,SS,CLE,"$574,839",2016
1352.0,Lorenzo Doss,CB,DEN,"$574,303",2016
1353.0,Ameer Abdullah,RB,DET,"$573,915",2016
1354.0,Alex Lewis,OT,BAL,"$572,974",2016
1355.0,Aaron Colvin,CB,JAX,"$572,111",2016
1356.0,Cameron Artis-Payne,RB,CAR,"$566,563",2016
,David Mayo,ILB,CAR,"$566,563",2016
,Keith Mumphery,WR,HOU,"$566,563",2016
1359.0,Damion Square,DE,SDG,"$566,176",2016
1360.0,Gabe Ikard,C,BUF,"$564,705",2016
,Jordan Devey,T,KAN,"$564,705",2016
1362.0,Rakeem Nunez-Roches,DT,KAN,"$556,621",2016
1363.0,Ryan Quigley,P,ARI,"$555,884",2016
1364.0,Joplo Bartu,LB,ARI,"$555,882",2016
1365.0,Darius Philon,DT,SDG,"$555,146",2016
1366.0,Malcolm Johnson,FB,CLE,"$554,862",2016
1367.0,Derron Smith,FS,CIN,"$554,658",2016
1368.0,Leterrius Walton,DT,PIT,"$554,232",2016
1369.0,Darius Kilgo,DT,DEN,"$552,889",2016
1370.0,Aaron Ripkowski,FB,GNB,"$551,599",2016
1371.0,P.J. Williams,CB,NOR,"$550,000",2016
1372.0,Christian Covington,DT,HOU,"$547,622",2016
1373.0,Kenneth Dixon,RB,BAL,"$545,848",2016
,Devontae Booker,RB,DEN,"$545,848",2016
,Cardale Jones,QB,BUF,"$545,848",2016
,Seth Devalve,TE,CLE,"$545,848",2016
,Dean Lowry,DE,GNB,"$545,848",2016
,Blake Martinez,ILB,GNB,"$545,848",2016
1379.0,Jordan Hicks,OLB,PHI,"$543,000",2016
,Lorenzo Mauldin,OLB,NYJ,"$543,000",2016
1381.0,Chaz Green,OT,DAL,"$540,375",2016
1382.0,Eli Harold,OLB,SFO,"$540,000",2016
1383.0,Dexter McDonald,CB,OAK,"$539,212",2016
1384.0,Matt Jones,RB,WAS,"$539,000",2016
1385.0,Chris Scott,T,CAR,"$538,823",2016
1386.0,Denzell Goode,OT,IND,"$538,196",2016
1387.0,Trevor Siemian,QB,DEN,"$538,195",2016
1388.0,Chimdi Chekwa,DB,MIA,"$536,470",2016
,Sam Young,T,MIA,"$536,470",2016
1390.0,Danielle Hunter,DE,MIN,"$536,000",2016
1391.0,Armonty Bryant,DE,DET,"$532,551",2016
1392.0,Dean Marlowe,S,CAR,"$530,000",2016
1393.0,Matt Barkley,QB,CHI,"$529,411",2016
,Devin Street,WR,IND,"$529,411",2016
1395.0,Asante Cleveland,TE,SDG,"$529,410",2016
1396.0,Tenny Palepoi,DT,SDG,"$529,168",2016
1397.0,Cody Riggs,CB,TEN,"$527,333",2016
1398.0,Quinton Spain,OG,TEN,"$527,000",2016
,Cameron Meredith,WR,CHI,"$527,000",2016
,Greg Mancz,C,HOU,"$527,000",2016
1401.0,La'el Collins,OT,DAL,"$526,750",2016
1402.0,Nick Dzubnar,LB,SDG,"$526,666",2016
,Josh Lambo,K,SDG,"$526,666",2016
,Corey Grant,RB,JAX,"$526,666",2016
,Ladarius Gunter,CB,GNB,"$526,666",2016
1406.0,Kendall Lamm,T,HOU,"$525,666",2016
1407.0,Terron Ward,RB,ATL,"$525,333",2016
,Matt Darr,P,MIA,"$525,333",2016
,Neville Hewitt,LB,MIA,"$525,333",2016
1410.0,Alani Fua,OLB,ARI,"$525,000",2016
,Rodney Gunter,DT,ARI,"$525,000",2016
,Robenson Therezie,SS,ATL,"$525,000",2016
,Marcus Murphy,RB,NOR,"$525,000",2016
,Willie Snead,WR,NOR,"$525,000",2016
,David Johnson,RB,ARI,"$525,000",2016
,Jordan Berry,P,PIT,"$525,000",2016
,Chris Boswell,K,PIT,"$525,000",2016
,Jake Schum,P,GNB,"$525,000",2016
,Anthony Chickillo,DE,PIT,"$525,000",2016
,JJ Nelson,WR,ARI,"$525,000",2016
,L.J. Fort,LB,PIT,"$525,000",2016
,Tyreek Burwell,T,SDG,"$525,000",2016
,Bobby Hart,OG,NYG,"$525,000",2016
,George Atkinson,RB,CLE,"$525,000",2016
,Xavier Williams,DT,ARI,"$525,000",2016
,Roosevelt Nix,LB,PIT,"$525,000",2016
,Ramik Wilson,ILB,KAN,"$525,000",2016
,James Winchester,LS,KAN,"$525,000",2016
,Sean McGrath,TE,SDG,"$525,000",2016
,Owamagbe Odighizuwa,DE,NYG,"$525,000",2016
,Thurston Armbrister,LB,DET,"$525,000",2016
,Quan Bray,WR,IND,"$525,000",2016
,Mark Glowinski,OG,SEA,"$525,000",2016
,Alejandro Villanueva,OL,PIT,"$525,000",2016
,Will Tye,TE,NYG,"$525,000",2016
,Jude Adjei-Barimah,CB,TAM,"$525,000",2016
,Tyrell Williams,WR,SDG,"$525,000",2016
,Kwon Alexander,OLB,TAM,"$525,000",2016
,Thomas Rawls,RB,SEA,"$525,000",2016
,T.Y. McGill,DT,IND,"$525,000",2016
,Adam Humphries,WR,TAM,"$525,000",2016
,Howard Jones,LB,TAM,"$525,000",2016
,Josh Keyes,LB,2TM,"$525,000",2016
,T.J. Clemmings,OT,MIN,"$525,000",2016
,Stefon Diggs,WR,MIN,"$525,000",2016
,Nick Easton,C,MIN,"$525,000",2016
,Jason Myers,K,JAX,"$525,000",2016
,Hayes Pullard,ILB,JAX,"$525,000",2016
,Anthony Harris,DB,MIN,"$525,000",2016
,Anthony Johnson,DL,NWE,"$525,000",2016
,Ryan Delaire,DE,CAR,"$525,000",2016
,Neal Sterling,WR,JAX,"$525,000",2016
,Jameis Winston,QB,TAM,"$525,000",2016
,Zac Kerin,C,MIN,"$525,000",2016
,Shaquil Barrett,OLB,DEN,"$525,000",2016
,MyCole Pruitt,TE,2TM,"$525,000",2016
,James Ferentz,C,DEN,"$525,000",2016
,Edmond Robinson,OLB,MIN,"$525,000",2016
,Bennie Fowler,WR,DEN,"$525,000",2016
,Michael Burton,FB,DET,"$525,000",2016
,Brandon Copeland,LB,DET,"$525,000",2016
,Quandre Diggs,CB,DET,"$525,000",2016
,Matt Paradis,C,DEN,"$525,000",2016
,Josh Andrews,G,PHI,"$525,000",2016
,Corey Robinson,OT,DET,"$525,000",2016
,Andrew Donnal,OT,LAR,"$525,000",2016
,Bryce Hager,ILB,LAR,"$525,000",2016
,Khyri Thornton,DT,DET,"$525,000",2016
,Troy Hill,CB,LAR,"$525,000",2016
,David Andrews,C,NWE,"$525,000",2016
,Zach Zenner,RB,DET,"$525,000",2016
,Matt Longacre,DE,LAR,"$525,000",2016
,Bradley Marquez,WR,LAR,"$525,000",2016
,Khari Lee,TE,DET,"$525,000",2016
,Joe Cardona,LS,NWE,"$525,000",2016
,Justin Coleman,CB,NWE,"$525,000",2016
,Leonard Williams,DT,NYJ,"$525,000",2016
,Trey Flowers,DE,NWE,"$525,000",2016
,Chris Harper,WR,SFO,"$525,000",2016
,Cody Wichmann,OG,LAR,"$525,000",2016
,Geneo Grissom,OLB,NWE,"$525,000",2016
,Gabe Wright,DT,CLE,"$525,000",2016
,Javorius Allen,RB,BAL,"$525,000",2016
,Brent Qvale,T,NYJ,"$525,000",2016
,Brandon King,DB,NWE,"$525,000",2016
,Jared Abbrederis,WR,GNB,"$525,000",2016
,Bryce Petty,QB,NYJ,"$525,000",2016
,Shaq Mason,C,NWE,"$525,000",2016
,Rontez Miles,FS,NYJ,"$525,000",2016
,Dexter McDougle,CB,NYJ,"$525,000",2016
,Seth Roberts,WR,OAK,"$525,000",2016
,Houston Bates,OLB,WAS,"$525,000",2016
,Quincy Enunwa,WR,NYJ,"$525,000",2016
,Sheldon Price,CB,BAL,"$525,000",2016
,Jamison Crowder,WR,WAS,"$525,000",2016
,Quinton Dunbar,WR,WAS,"$525,000",2016
,Deshazor Everett,CB,WAS,"$525,000",2016
,Tre McBride,WR,TEN,"$525,000",2016
,Nick O'Leary,TE,BUF,"$525,000",2016
,Arie Kouandjio,OG,WAS,"$525,000",2016
,Joe Thomas,LB,GNB,"$525,000",2016
,Jonathan Anderson,LB,CHI,"$525,000",2016
,Bryce Callahan,CB,CHI,"$525,000",2016
,Dashaun Phillips,CB,WAS,"$525,000",2016
,Kapri Bibbs,RB,DEN,"$525,000",2016
,Nick Marshall,CB,NYJ,"$525,000",2016
,Rashad Ross,WR,WAS,"$525,000",2016
,Carl Bradford,OLB,2TM,"$525,000",2016
,Leon Orr,DT,MIA,"$525,000",2016
,Blake Bell,TE,SFO,"$525,000",2016
,Brandon Scherff,OT,WAS,"$525,000",2016
,Jacoby Glenn,DB,CHI,"$525,000",2016
,Trenton Brown,OT,SFO,"$525,000",2016
,Harold Jones-Quartey,DB,CHI,"$525,000",2016
,Patrick Murray,K,CLE,"$525,000",2016
,Ed Reynolds,FS,CLE,"$525,000",2016
,Mike Davis,RB,SFO,"$525,000",2016
,David Irving,DE,DAL,"$525,000",2016
,Charley Hughlett,LS,CLE,"$525,000",2016
,Patrick Scales,LS,CHI,"$525,000",2016
,C.B. Bryant,FS,ARI,"$525,000",2016
,Anthony Steen,OG,MIA,"$525,000",2016
,Jamie Meder,DT,CLE,"$525,000",2016
,Mark Nzeocha,OLB,DAL,"$525,000",2016
,Isaiah Burse,WR,SDG,"$525,000",2016
,Akeem Hunt,RB,HOU,"$525,000",2016
,Rod Smith,RB,DAL,"$525,000",2016
,Donald Hawkins,G,CAR,"$525,000",2016
,Deon Simon,NT,NYJ,"$525,000",2016
,Geoff Swaim,TE,DAL,"$525,000",2016
,Lucky Whitehead,WR,DAL,"$525,000",2016
,Anthony Johnson,DT,2TM,"$525,000",2016
,Geremy Davis,WR,SDG,"$525,000",2016
,Bradley Pinion,P,SFO,"$525,000",2016
,Josh Walker,G,HOU,"$525,000",2016
,Mike Purcell,DT,SFO,"$525,000",2016
,Ricardo Allen,CB,ATL,"$525,000",2016
,Damien Wilson,ILB,DAL,"$525,000",2016
,Ryan Russell,DE,TAM,"$525,000",2016
,Andrew Franks,K,MIA,"$525,000",2016
,Delvin Breaux,CB,NOR,"$525,000",2016
,Mike Hull,LB,MIA,"$525,000",2016
,Brian Peters,LB,HOU,"$525,000",2016
,Brandon Coleman,WR,NOR,"$525,000",2016
,Jeremiah Poutasi,OT,JAX,"$525,000",2016
,Tyeler Davison,DT,NOR,"$525,000",2016
,Obum Gwacham,DE,NOR,"$525,000",2016
1548.0,Jalen Collins,CB,ATL,"$521,315",2016
1549.0,Tajae Sharpe,WR,TEN,"$518,721",2016
1550.0,DeAndre Washington,RB,OAK,"$517,298",2016
1551.0,Steve Williams,CB,2TM,"$516,178",2016
,Dominique Jones,TE,MIA,"$516,178",2016
1553.0,Josh Evans,FS,WAS,"$516,176",2016
1554.0,Matt Judon,DE,BAL,"$513,934",2016
1555.0,Jordan Howard,RB,CHI,"$512,005",2016
1556.0,Jordan Payton,WR,CLE,"$511,000",2016
1557.0,Joe Haeg,OT,IND,"$510,602",2016
1558.0,Jonathan Williams,RB,BUF,"$510,228",2016
1559.0,LeShaun Sims,CB,TEN,"$509,546",2016
1560.0,K.J. Dillon,S,HOU,"$508,734",2016
1561.0,Trevor Davis,WR,GNB,"$506,794",2016
1562.0,D.J. Reader,DT,HOU,"$503,845",2016
1563.0,Spencer Drango,OG,CLE,"$501,912",2016
1564.0,Tyreek Hill,WR,KAN,"$497,500",2016
